timestamp,max_vms,max_rss,max_uss
2018-08-23T09:49:26.200579,50.54M,11.91M,6.19M
2018-08-23T09:49:27.211401,50.54M,11.91M,6.19M
2018-08-23T09:49:28.219504,282.32M,243.55M,237.56M
2018-08-23T09:49:29.222063,282.32M,243.55M,237.56M
2018-08-23T09:49:30.222255,285.65M,246.85M,240.98M
2018-08-23T09:49:31.232361,475.88M,436.86M,430.91M
2018-08-23T09:49:32.235495,475.88M,436.86M,430.91M
