timestamp,max_vms,max_rss,max_uss
2018-08-10T09:14:08.429619,50.54M,11.92M,6.19M
2018-08-10T09:14:09.443856,50.54M,11.92M,6.19M
2018-08-10T09:14:10.460644,281.35M,242.32M,236.28M
2018-08-10T09:14:11.469058,282.35M,243.61M,237.58M
2018-08-10T09:14:12.476222,284.44M,245.65M,239.77M
2018-08-10T09:14:13.490100,475.91M,436.89M,430.93M
2018-08-10T09:14:14.493276,475.91M,436.89M,430.93M
2018-08-10T09:14:15.501108,475.91M,436.89M,430.93M
