timestamp,max_vms,max_rss,max_uss
2018-08-23T09:09:33.541625,50.54M,11.96M,6.19M
2018-08-23T09:09:34.549243,50.54M,11.96M,6.19M
2018-08-23T09:09:35.552528,282.35M,243.72M,237.59M
2018-08-23T09:09:36.558436,282.35M,243.72M,237.59M
2018-08-23T09:09:37.565280,285.04M,246.48M,240.43M
2018-08-23T09:09:38.577698,475.91M,437.12M,430.94M
2018-08-23T09:09:39.589866,475.91M,437.12M,430.94M
