timestamp,max_vms,max_rss,max_uss
2018-08-23T09:26:08.725658,50.54M,11.94M,6.19M
2018-08-23T09:26:09.732073,50.54M,11.94M,6.19M
2018-08-23T09:26:10.742694,282.32M,243.58M,237.56M
2018-08-23T09:26:11.746562,282.32M,243.58M,237.56M
2018-08-23T09:26:12.757929,287.27M,248.39M,242.56M
2018-08-23T09:26:13.759481,475.88M,436.88M,430.91M
2018-08-23T09:26:14.764634,475.88M,436.88M,430.91M
