timestamp,max_vms,max_rss,max_uss
2018-08-23T09:28:51.973530,50.54M,12.11M,6.19M
2018-08-23T09:28:52.979680,50.54M,12.11M,6.19M
2018-08-23T09:28:53.986827,282.07M,243.49M,237.35M
2018-08-23T09:28:54.989791,282.32M,243.75M,237.56M
2018-08-23T09:28:55.993318,283.02M,244.27M,238.19M
2018-08-23T09:28:57.006076,475.88M,437.05M,430.91M
2018-08-23T09:28:58.006322,475.88M,437.05M,430.91M
2018-08-23T09:28:59.012404,475.88M,437.05M,430.91M
