timestamp,max_vms,max_rss,max_uss
2018-08-23T09:27:28.487005,50.54M,11.91M,6.19M
2018-08-23T09:27:29.490331,50.54M,11.91M,6.19M
2018-08-23T09:27:30.492111,281.32M,242.01M,236.07M
2018-08-23T09:27:31.502016,282.32M,243.55M,237.56M
2018-08-23T09:27:32.508609,284.41M,245.62M,239.71M
2018-08-23T09:27:33.510787,475.88M,436.86M,430.91M
2018-08-23T09:27:34.523976,475.88M,436.86M,430.91M
