timestamp,max_vms,max_rss,max_uss
2018-08-23T09:29:28.497225,50.54M,11.86M,6.19M
2018-08-23T09:29:29.509021,50.54M,11.86M,6.19M
2018-08-23T09:29:30.515801,282.32M,243.57M,237.56M
2018-08-23T09:29:31.519856,282.32M,243.57M,237.56M
2018-08-23T09:29:32.525881,286.91M,248.12M,242.17M
2018-08-23T09:29:33.540164,475.88M,436.87M,430.91M
2018-08-23T09:29:34.543071,475.88M,436.87M,430.91M
