timestamp,max_vms,max_rss,max_uss
2018-08-23T09:09:25.482163,50.54M,11.94M,6.19M
2018-08-23T09:09:26.494911,50.54M,11.94M,6.19M
2018-08-23T09:09:27.504403,282.35M,243.63M,237.59M
2018-08-23T09:09:28.507734,282.35M,243.63M,237.59M
2018-08-23T09:09:29.512939,285.43M,246.64M,240.75M
2018-08-23T09:09:30.528968,475.91M,437.03M,430.93M
2018-08-23T09:09:31.533611,475.91M,437.03M,430.93M
