timestamp,max_vms,max_rss,max_uss
2018-08-10T09:14:00.308475,50.54M,12.02M,6.2M
2018-08-10T09:14:01.309521,50.54M,12.02M,6.2M
2018-08-10T09:14:02.316167,275.6M,233.7M,227.7M
2018-08-10T09:14:03.331184,282.35M,243.76M,237.59M
2018-08-10T09:14:04.337540,282.35M,243.76M,237.59M
2018-08-10T09:14:05.343002,475.91M,437.04M,430.93M
2018-08-10T09:14:06.344133,475.91M,437.04M,430.93M
2018-08-10T09:14:07.348060,475.91M,437.04M,430.93M
