timestamp,max_vms,max_rss,max_uss
2018-08-23T09:29:44.628921,50.54M,11.91M,6.18M
2018-08-23T09:29:45.639045,50.54M,11.91M,6.18M
2018-08-23T09:29:46.653327,282.32M,243.56M,237.55M
2018-08-23T09:29:47.662112,282.32M,243.56M,237.55M
2018-08-23T09:29:48.673301,289.69M,250.77M,244.92M
2018-08-23T09:29:49.674014,475.88M,436.86M,430.9M
2018-08-23T09:29:50.679585,475.88M,436.86M,430.9M
