timestamp,max_vms,max_rss,max_uss
2018-08-10T09:14:16.524415,50.54M,11.99M,6.2M
2018-08-10T09:14:17.536154,50.54M,11.99M,6.2M
2018-08-10T09:14:18.541946,275.6M,233.68M,227.71M
2018-08-10T09:14:19.555480,282.35M,243.73M,237.59M
2018-08-10T09:14:20.569334,282.35M,243.73M,237.59M
2018-08-10T09:14:21.578844,475.91M,437.01M,430.93M
2018-08-10T09:14:22.596314,475.91M,437.01M,430.93M
2018-08-10T09:14:23.603346,475.91M,437.01M,430.93M
