timestamp,max_vms,max_rss,max_uss
2018-08-23T09:26:16.767989,50.54M,11.86M,6.19M
2018-08-23T09:26:17.780684,50.54M,11.86M,6.19M
2018-08-23T09:26:18.783071,280.07M,240.16M,234.36M
2018-08-23T09:26:19.797563,282.32M,243.51M,237.56M
2018-08-23T09:26:20.813391,285.65M,246.8M,241.0M
2018-08-23T09:26:21.822183,475.88M,436.81M,430.91M
2018-08-23T09:26:22.822913,475.88M,436.81M,430.91M
2018-08-23T09:26:23.825778,475.88M,436.81M,430.91M
