timestamp,max_vms,max_rss,max_uss
2018-08-27T14:22:06.648306,50.54M,11.95M,6.19M
2018-08-27T14:22:07.663877,50.54M,11.95M,6.19M
2018-08-27T14:22:08.674229,282.32M,243.59M,237.56M
2018-08-27T14:22:09.684963,282.32M,243.59M,237.56M
2018-08-27T14:22:10.700686,289.19M,250.28M,244.43M
2018-08-27T14:22:11.700889,475.88M,436.89M,430.91M
2018-08-27T14:22:12.712152,475.88M,436.89M,430.91M
