timestamp,max_vms,max_rss,max_uss
2018-08-23T09:15:54.699708,50.54M,11.93M,6.2M
2018-08-23T09:15:55.712410,50.54M,11.93M,6.2M
2018-08-23T09:15:56.718142,280.6M,241.11M,235.17M
2018-08-23T09:15:57.722004,282.35M,243.69M,237.59M
2018-08-23T09:15:58.726438,282.35M,243.69M,237.59M
2018-08-23T09:15:59.737557,475.91M,437.09M,430.94M
2018-08-23T09:16:00.754033,475.91M,437.09M,430.94M
2018-08-23T09:16:01.756447,475.91M,437.09M,430.94M
