timestamp,max_vms,max_rss,max_uss
2018-08-23T09:29:36.534220,50.54M,11.99M,6.19M
2018-08-23T09:29:37.540637,50.54M,11.99M,6.19M
2018-08-23T09:29:38.552614,279.57M,239.51M,233.55M
2018-08-23T09:29:39.560468,282.32M,243.63M,237.56M
2018-08-23T09:29:40.570984,282.32M,243.63M,237.56M
2018-08-23T09:29:41.574557,475.88M,436.93M,430.91M
2018-08-23T09:29:42.580514,475.88M,436.93M,430.91M
2018-08-23T09:29:43.591581,475.88M,436.93M,430.91M
