timestamp,max_vms,max_rss,max_uss
2018-08-23T09:28:27.806959,50.54M,12.0M,6.19M
2018-08-23T09:28:28.812280,50.54M,12.0M,6.19M
2018-08-23T09:28:29.822110,281.07M,241.57M,235.7M
2018-08-23T09:28:30.823192,282.32M,243.64M,237.56M
2018-08-23T09:28:31.825322,282.32M,243.64M,237.56M
2018-08-23T09:28:32.835410,475.88M,436.94M,430.91M
2018-08-23T09:28:33.836771,475.88M,436.94M,430.91M
2018-08-23T09:28:34.840625,475.88M,436.94M,430.91M
