timestamp,max_vms,max_rss,max_uss
2018-08-23T09:27:20.415898,50.54M,12.0M,6.19M
2018-08-23T09:27:21.424491,50.54M,12.0M,6.19M
2018-08-23T09:27:22.426338,281.07M,241.57M,235.74M
2018-08-23T09:27:23.428732,282.32M,243.64M,237.56M
2018-08-23T09:27:24.430201,282.32M,243.64M,237.56M
2018-08-23T09:27:25.437214,475.88M,436.94M,430.91M
2018-08-23T09:27:26.450885,475.88M,436.94M,430.91M
2018-08-23T09:27:27.452452,475.88M,436.94M,430.91M
