timestamp,max_vms,max_rss,max_uss
2018-08-23T09:28:35.872446,50.54M,11.99M,6.19M
2018-08-23T09:28:36.879502,50.54M,11.99M,6.19M
2018-08-23T09:28:37.893045,282.32M,243.69M,237.56M
2018-08-23T09:28:38.897547,282.32M,243.69M,237.56M
2018-08-23T09:28:39.901997,284.41M,245.75M,239.71M
2018-08-23T09:28:40.915679,475.88M,436.99M,430.91M
2018-08-23T09:28:41.919910,475.88M,436.99M,430.91M
