timestamp,max_vms,max_rss,max_uss
2018-08-23T09:26:32.892953,50.54M,11.96M,6.18M
2018-08-23T09:26:33.897288,50.54M,11.96M,6.18M
2018-08-23T09:26:34.903044,281.07M,241.61M,235.7M
2018-08-23T09:26:35.906782,282.32M,243.67M,237.55M
2018-08-23T09:26:36.908769,282.32M,243.67M,237.55M
2018-08-23T09:26:37.921062,475.88M,436.97M,430.9M
2018-08-23T09:26:38.932560,475.88M,436.97M,430.9M
2018-08-23T09:26:39.937395,475.88M,436.97M,430.9M
