timestamp,max_vms,max_rss,max_uss
2018-08-23T09:16:18.890138,50.54M,11.94M,6.19M
2018-08-23T09:16:19.898163,50.54M,11.94M,6.19M
2018-08-23T09:16:20.912566,279.6M,239.51M,233.68M
2018-08-23T09:16:21.912892,282.35M,243.63M,237.59M
2018-08-23T09:16:22.924405,282.35M,243.63M,237.59M
2018-08-23T09:16:23.931640,475.91M,437.03M,430.93M
2018-08-23T09:16:24.939166,475.91M,437.03M,430.93M
2018-08-23T09:16:25.951900,475.91M,437.03M,430.93M
