timestamp,max_vms,max_rss,max_uss
2018-08-23T09:29:52.677699,50.54M,11.91M,6.19M
2018-08-23T09:29:53.685407,50.54M,11.91M,6.19M
2018-08-23T09:29:54.699225,281.32M,242.27M,236.36M
2018-08-23T09:29:55.709123,282.32M,243.55M,237.56M
2018-08-23T09:29:56.718310,285.02M,246.08M,240.23M
2018-08-23T09:29:57.720623,475.88M,436.86M,430.91M
2018-08-23T09:29:58.728512,475.88M,436.86M,430.91M
