timestamp,max_vms,max_rss,max_uss
2018-08-23T09:09:41.594684,50.54M,11.94M,6.19M
2018-08-23T09:09:42.603980,50.54M,11.94M,6.19M
2018-08-23T09:09:43.611578,282.35M,243.63M,237.59M
2018-08-23T09:09:44.612553,282.35M,243.63M,237.59M
2018-08-23T09:09:45.623635,286.0M,247.16M,241.31M
2018-08-23T09:09:46.635849,475.91M,437.03M,430.93M
2018-08-23T09:09:47.651105,475.91M,437.03M,430.93M
